,t11,t12,t13,t14,t15,t16,t17,t18
1421,22.0088270477,20.9694340135,22.4557967877,20.2612647908,21.023486269,23.2986118125,22.5668320124,22.4557967877
1422,22.01102628,20.9705053342,22.4582280769,20.2621530199,21.0251719357,23.3002369357,22.5658135199,22.4582280769
1423,22.0127692914,20.9714408176,22.4603243434,20.2619919549,21.0265524631,23.3015609754,22.5646562097,22.4603243434
1424,22.0200466127,20.9841721534,22.4613171923,20.4444888683,21.0552588178,23.2474124953,22.3838338462,22.4613171923
1425,22.0357820785,21.005903247,22.4687937922,20.4507377576,21.1042245288,23.1711958834,22.1565437886,22.4687937922
1426,22.0514339304,21.0242555836,22.4794893428,20.4504224509,21.1453739676,23.1217777816,22.0369428761,22.4794893428
1427,22.063996072,21.0369184635,22.4903259199,20.4509281445,21.1733249957,23.1008669843,22.0074065043,22.4903259199
1428,22.0734869677,21.0455315602,22.4999061006,20.4516624165,21.1917433053,23.0957875414,22.0110734892,22.4999061006
1429,22.0808162168,21.0520970439,22.5081139211,20.4506586819,21.2052151041,23.0958663747,22.013119571,22.5081139211
1430,22.0867703394,21.0577592063,22.5152785219,20.4500698305,21.2164194535,23.0963419913,22.0064359533,22.5152785219
1431,22.0918164663,21.0629329395,22.5217113107,20.4507054435,21.2263800872,23.0962900892,21.9957899354,22.5217113107
1432,22.0961527738,21.0676706668,22.5274923751,20.4518732986,21.2353153607,23.0959374579,21.9855659034,22.5274923751
1433,22.099965515,21.0720268383,22.5328178125,20.4501704423,21.243354204,23.0957557045,21.977379503,22.5328178125
1434,22.1033563821,21.0760312987,22.5377326178,20.4504587189,21.2505919554,23.0958050182,21.9705929747,22.5377326178
1435,22.1063755903,21.0797007826,22.5422052984,20.4517541208,21.2571084108,23.0959260756,21.9642247703,22.5422052984
1436,22.0831900603,21.0870292105,22.4976383264,20.2850647222,21.2733067436,22.9758548076,21.6607359189,22.4976383264
1437,22.0472917825,21.1005556494,22.4363264259,20.2806426766,21.3032854025,22.7975346802,21.2663754916,22.4363264259
1438,22.0193525312,21.1114888796,22.3961310247,20.2805478778,21.328451883,22.6716064186,21.0443166211,22.3961310247
1439,22.0029264935,21.1183446007,22.3782643682,20.282036036,21.3453508026,22.6072938559,20.9727793807,22.3782643682
1440,21.9945559215,21.1219914661,22.3717588604,20.2813055291,21.3559057851,22.5815964034,20.9711775275,22.3717588604
1441,21.9905049513,21.1238150282,22.3684290494,20.2801712634,21.3629852415,22.569437346,20.971368164,22.3684290494
1442,21.9885166479,21.1246940592,22.3650387731,20.2817370261,21.3683583981,22.5597470244,20.9588584259,22.3650387731
1443,21.9875561496,21.1249866349,22.3611723714,20.2811473144,21.372722232,22.5511456174,20.9448263337,22.3611723714
1444,21.9872523637,21.1248426011,22.3573205552,20.2811774384,21.3763142394,22.5432645672,20.9329333279,22.3573205552
1445,21.9874197811,21.1243229925,22.3537870793,20.2806927847,21.3792132629,22.5366757408,20.9252444784,22.3537870793
1446,21.9879277134,21.1234866242,22.3506218555,20.2811307626,21.3815031534,22.5314685017,20.917777195,22.3506218555
1447,21.9886690876,21.1223990182,22.34776316,20.2803577518,21.3832812952,22.5265630774,20.9114471633,22.34776316
1448,21.9707633979,21.1158493083,22.3228369153,20.6400068087,21.3697616679,22.5061024116,20.8990267712,22.3228369153
1449,21.9439922192,21.1058914144,22.2874459923,20.6506793609,21.3497548934,22.4757379241,20.8834679306,22.2874459923
1450,21.9199421689,21.0966467342,22.2576918836,20.6491496282,21.3323024615,22.4496713963,20.8757620522,22.2576918836
1451,21.9029101978,21.089664806,22.2384179708,20.6511087892,21.3201734763,22.4330731274,20.8775699307,22.2384179708
1452,21.8919303799,21.0844712477,22.2266150113,20.6512144314,21.312125941,22.4237921447,20.8848662211,22.2266150113
1453,21.8848267144,21.0802817882,22.2185213807,20.6509269859,21.3063719257,22.4187187123,20.8950761598,22.2185213807
1454,21.8798860453,21.0765565423,22.211888644,20.649871021,21.3017246341,22.4153776448,20.9050998546,22.211888644
1455,21.8761602687,21.0730630729,22.2059186242,20.6499281898,21.2976557034,22.4126541795,20.9138830183,22.2059186242
1456,21.8732014477,21.0697358453,22.2004737421,20.6512851523,21.2939858946,22.4102913637,20.9219073536,22.2004737421
1457,21.8708074673,21.0665766555,22.1955883834,20.6503919499,21.2906684962,22.4083472611,20.9299025797,22.1955883834
1458,21.8688555359,21.0635910111,22.1912478101,20.651534533,21.2876719506,22.4069147619,20.9383086075,22.1912478101
1459,21.8672480084,21.0607722244,22.1873898166,20.650662039,21.2849556202,22.4059302469,20.9469877331,22.1873898166
1460,21.8366588385,21.0580869174,22.1349979207,20.921623884,21.2824917453,22.3059604347,20.9511128942,22.1349979207
1461,21.7952551181,21.0550369813,22.0701298043,20.946386475,21.2796718169,22.178446346,20.9523878857,22.0701298043
1462,21.7601192128,21.0518239283,22.021907879,20.9485894868,21.2767858808,22.0797026394,20.9507820034,22.021907879
1463,21.7360658653,21.0483997426,21.9940333841,20.9507025398,21.273810722,22.0200416301,20.9519506794,21.9940333841
1464,21.7208389727,21.0445961247,21.9784596032,20.9511714593,21.2705603208,21.9867586909,20.949733108,21.9784596032
1465,21.7109488445,21.0404081507,21.9677292305,20.949058354,21.2670280693,21.9661226501,20.9513960781,21.9677292305
1466,21.7038892622,21.0358783033,21.9581384544,20.9505000634,21.2632432718,21.9499462094,20.9527070751,21.9581384544
1467,21.6983679979,21.0310852567,21.9487552338,20.9522872505,21.2592662093,21.9352738635,20.9508995895,21.9487552338
1468,21.6938255847,21.0261158947,21.9396823723,20.9493469378,21.2551641391,21.9216201531,20.9521419038,21.9396823723
1469,21.6900149363,21.021052018,21.9311090033,20.9503028818,21.251003627,21.9090744774,20.9526599459,21.9311090033
1470,21.6867718556,21.0159479267,21.9230347755,20.9490814618,21.2468256143,21.8975743452,20.9502636047,21.9230347755
1471,21.6839743489,21.0108492264,21.9153895725,20.9515988489,21.2426686727,21.8869502295,20.951274644,21.9153895725
1472,21.6557014098,20.9995687008,21.8761823753,20.579218255,21.2198551967,21.8544133605,20.692316437,21.8761823753
1473,21.6134494546,20.9820123457,21.8211307682,20.4712249176,21.1852414656,21.8068270235,20.484135696,21.8211307682
1474,21.5736772483,20.9638328637,21.7723010005,20.4723259888,21.1518361723,21.7621366607,20.4713550719,21.7723010005
1475,21.5440025781,20.9483994207,21.7375090907,20.4710843072,21.1256534559,21.7283650887,20.470917229,21.7375090907
1476,21.524024582,20.9359475431,21.7134904925,20.469896677,21.1062725513,21.7040729209,20.4700346146,21.7134904925
1477,21.5104170257,20.9254249975,21.6947504781,20.4716106079,21.091166234,21.6851656878,20.472669395,21.6947504781
1478,21.5002872796,20.9158696548,21.6778972726,20.4707563157,21.0782857666,21.6692342811,20.4701267735,21.6778972726
1479,21.4920013781,20.9067832024,21.661783812,20.4712846518,21.0665866355,21.6552935724,20.4711427991,21.661783812
1480,21.4848341368,20.8980051551,21.6463371747,20.4705717108,21.0556848092,21.6429480457,20.4699677636,21.6463371747
1481,21.4784838824,20.8895180703,21.6316970113,20.4703330882,21.0454632258,21.6319686666,20.4710734797,21.6316970113
1482,21.4728039058,20.8813490422,21.6179417842,20.4693327288,21.0358843869,21.6221894509,20.4701431576,21.6179417842
1483,21.4676647469,20.8734995144,21.6050219312,20.4700356688,21.0268873171,21.6134459084,20.4692825201,21.6050219312
1484,21.4626528525,20.8657639079,21.5922538804,20.3354833552,21.0181472344,21.6047171745,20.3396797522,21.5922538804
1485,21.4585137526,20.8588082879,21.5814488639,20.3219718481,21.0104701567,21.598172982,20.3219019087,21.5814488639
1486,21.4544381035,20.8520057203,21.5707574321,20.3196345086,21.0030351419,21.5915962018,20.3223996241,21.5707574321
1487,21.4504245843,20.8453658251,21.5602405696,20.3201555839,20.995838992,21.5851075398,20.3208933468,21.5602405696
1488,21.4466704963,20.8390533453,21.5503935809,20.3198439426,20.9890781779,21.5793372003,20.3218444122,21.5503935809
1489,21.4430828674,20.8329970944,21.5410259914,20.320889902,20.9826512753,21.5740562126,20.3210837364,21.5410259914
1490,21.4396317339,20.8271764124,21.5320999704,20.3199815442,20.9765231969,21.5694077532,20.3219990625,21.5320999704
1491,21.4362995793,20.8215805853,21.5236081493,20.3192069307,20.9706725725,21.56547202,20.3191299748,21.5236081493
1492,21.4330732128,20.8162029603,21.5155505437,20.3202576713,20.9650837724,21.562207634,20.3188187166,21.5155505437
1493,21.4299418481,20.8110383665,21.5079247328,20.3205113387,20.9597437308,21.5595308704,20.3201881953,21.5079247328
1494,21.4269060507,20.8060899999,21.5007455679,20.3191108484,20.9546509568,21.5573981469,20.3218589973,21.5007455679
1495,21.42393607,20.8013353357,21.4939533592,20.3195977499,20.9497722651,21.5557045531,20.3196077102,21.4939533592
1496,21.421227766,20.7972495368,21.4882512067,20.48288491,20.9456243114,21.5554254488,20.47745556,21.4882512067
1497,21.4182986143,20.7935353406,21.482623854,20.4984219079,20.9418043905,21.5553860475,20.4971505434,21.482623854
1498,21.4154362001,20.790338068,21.4777011782,20.4991576302,20.9385194266,21.55629734,20.5021121532,21.4777011782
1499,21.4126496215,20.7875404299,21.473421993,20.5018181198,20.9356507658,21.557998552,20.4999257941,21.473421993
1500,21.4099679185,20.7850763507,21.4697792833,20.4986808044,20.9331352352,21.5604377483,20.4988626376,21.4697792833
1501,21.407359464,20.7828738764,21.4666439671,20.5001021576,20.9308906932,21.5634585374,20.5009698171,21.4666439671
1502,21.404806193,20.7808968685,21.4639206403,20.5002192804,20.9288731061,21.5657759352,20.5003110172,21.4639206403
1503,21.4022941843,20.7791188713,21.4615295271,20.4999793059,20.9270517724,21.5667261992,20.5010732418,21.4615295271
1504,21.3998138805,20.7775116468,21.4593837812,20.5000381893,20.9253978454,21.5664472178,20.5008219789,21.4593837812
1505,21.3973620959,20.7760465407,21.457395629,20.499926127,20.9238843859,21.5653309473,20.5015356305,21.457395629
1506,21.3949381557,20.7746968656,21.4554892112,20.4989366654,20.9224869416,21.5636844124,20.4997565582,21.4554892112
1507,21.392541752,20.7734396841,21.4536077887,20.4996639705,20.9211844136,21.5616675622,20.5018076955,21.4536077887
1508,21.3917817984,20.7729320516,21.4529563599,20.277550112,20.9206989094,21.560554299,20.4472028971,21.4529563599
1509,21.3901967595,20.771790751,21.4514659294,20.1912675784,20.9195932413,21.5580356535,20.387000137,21.4514659294
1510,21.3871669225,20.7695279208,21.4476370928,20.1897380307,20.9172161148,21.5523746264,20.3453409071,21.4476370928
1511,21.3840675694,20.767160792,21.4437566479,20.190742221,20.9147546401,21.5464487227,20.3254631514,21.4437566479
1512,21.3813644459,20.7650225826,21.4403068729,20.1916440608,20.9125738472,21.5409398444,20.315678917,21.4403068729
1513,21.3789359757,20.7630179998,21.4368713629,20.1917116326,20.9105449286,21.535399741,20.3065075959,21.4368713629
1514,21.3766394317,20.7610505458,21.4332430056,20.1912519667,20.9085581271,21.5295866505,20.2951247534,21.4332430056
1515,21.3743876183,20.7590665311,21.4293903652,20.1905961674,20.9065576326,21.5234500219,20.28213355,21.4293903652
1516,21.3721627262,20.7570616441,21.4253909732,20.1899684859,20.9045441914,21.5170768994,20.268698893,21.4253909732
1517,21.3699518527,20.7550302006,21.421274142,20.1893605318,20.9025123187,21.510506996,20.2552424379,21.421274142
1518,21.3677589713,20.7529775831,21.4170734763,20.1887617877,20.9004688659,21.5037926176,20.2417766652,21.4170734763
1519,21.3655931461,20.7509122602,21.4128194104,20.1914018237,20.898424352,21.4969844705,20.2282311693,21.4128194104
1520,21.3629874042,20.7483765643,21.407444253,20.0447563814,20.8958202961,21.4887759788,20.2120079391,21.407444253
1521,21.3613609452,20.7464839861,21.4040970654,20.0308933152,20.8940788921,21.4830458808,20.2009227873,21.4040970654
1522,21.3591172995,20.7439671739,21.3990791788,20.0302439213,20.8915824222,21.4753397215,20.1854831325,21.3990791788
1523,21.3569919709,20.7414550625,21.394141633,20.0309854388,20.8891205082,21.4678306935,20.1705964778,21.394141633
1524,21.3549359161,20.7389356208,21.3891831762,20.0288036433,20.8866698064,21.4604059236,20.1560200683,21.3891831762
1525,21.3528942341,20.7363797589,21.3841017659,20.0314008658,20.8841900649,21.4529266205,20.1414080928,21.3841017659
1526,21.3508568079,20.7337863779,21.3789107549,20.0311664559,20.8816788044,21.4452682199,20.1263528766,21.3789107549
1527,21.3488196114,20.7311552621,21.3736332033,20.0311122553,20.8791352659,21.4373753167,20.110675494,21.3736332033
1528,21.3467842676,20.7284891262,21.368292406,20.0302058136,20.8765625969,21.4292765814,20.0944370749,21.368292406
1529,21.3447605066,20.7257963777,21.3629171994,20.0310988868,20.8739713162,21.4210423829,20.0778034291,21.3629171994
1530,21.3427452454,20.7230748786,21.3575009836,20.0312655051,20.8713586361,21.412698412,20.0608396635,21.3575009836
1531,21.3407422892,20.7203279325,21.3520520365,20.0294734226,20.8687287195,21.4042760299,20.0436174521,21.3520520365
1532,21.3540182091,20.7194562017,21.3743907416,20.5076050858,20.8678879013,21.4511073726,20.5653339723,21.3743907416
1533,21.371637242,20.7178870294,21.4009621545,20.5031520629,20.8663855422,21.5091655694,20.7102828107,21.4009621545
1534,21.3857380515,20.7159434036,21.4188595646,20.5007929176,20.8645706774,21.5508720644,20.5806441437,21.4188595646
1535,21.3944548749,20.7143688753,21.4273744913,20.499733374,20.8631581035,21.5734349447,20.5093270989,21.4273744913
1536,21.398970447,20.7133354611,21.4303310667,20.5013834272,20.8622505873,21.5831106519,20.5028382644,21.4303310667
1537,21.4010852716,20.7128070483,21.4313249835,20.5001920748,20.8617993428,21.5866433077,20.5022983434,21.4313249835
1538,21.4020054139,20.7126512329,21.4320094558,20.500133188,20.8616799529,21.5872406496,20.4998450915,21.4320094558
1539,21.4023110161,20.7127464539,21.4327104913,20.4999211601,20.8617852385,21.5859853649,20.4991826459,21.4327104913
1540,21.4022316315,20.7130056622,21.4332864905,20.5007835313,20.8620410643,21.5832518292,20.5016926633,21.4332864905
1541,21.4018645411,20.7133693237,21.4335871173,20.4997581878,20.8623972505,21.5792158767,20.5018925473,21.4335871173
1542,21.4012696749,20.7137921895,21.4335543402,20.5013460737,20.8628145809,21.5741655182,20.5016443262,21.4335543402
1543,21.4005059311,20.7142457762,21.433200301,20.4999095412,20.8632693462,21.5685735657,20.4994346379,21.433200301
1544,21.4285052646,20.9213813868,21.4815066845,20.9672396509,21.0055798077,21.6653497934,21.0622350874,21.4815066845
1545,21.4670440391,20.9837295631,21.5408378316,20.9816567276,21.047773845,21.7868016284,21.2433552714,21.5408378316
1546,21.5008012788,20.9799034021,21.5847001043,20.9821545011,21.0101019299,21.8779706862,21.1254162967,21.5847001043
1547,21.5245404487,20.9799851073,21.6089631339,20.979361507,20.9806579382,21.9285736475,20.9979887696,21.6089631339
1548,21.5394014352,20.9801294259,21.6200117863,20.9806650697,20.9802418195,21.9506498348,20.9830066579,21.6200117863
1549,21.5485808898,20.9796591448,21.6252991121,20.9820021767,20.980267043,21.9592164931,20.983106078,21.6252991121
1550,21.5545870868,20.9801154192,21.6288499753,20.9788790141,20.9801901116,21.9624792828,20.9819327446,21.6288499753
1551,21.5588134359,20.980158159,21.6318700014,20.9785928204,20.9799301731,21.9640437636,20.9828912539,21.6318700014
1552,21.5619159047,20.9801672493,21.6343807651,20.9798952606,20.9795321501,21.9647851279,20.9808826738,21.6343807651
1553,21.5642172943,20.9798158129,21.6362502826,20.9810286434,20.9798248181,21.9647509011,20.9822386772,21.6362502826
1554,21.5659059999,20.9795280186,21.6374563225,20.9808724668,20.9802468103,21.9637494588,20.9808853068,21.6374563225
1555,21.5671345312,20.9801602859,21.6380991205,20.9794185259,20.9795405278,21.961797974,20.9817743375,21.6380991205
1556,21.5673183127,20.9327625957,21.6384586206,20.5994615269,20.9563100786,21.9612758207,20.9079123254,21.6384586206
1557,21.5679032932,20.8693079351,21.6396460095,20.5015918523,20.9255885166,21.9607409182,20.8239359565,21.6396460095
1558,21.5685836909,20.8169808554,21.6406875055,20.5009576606,20.9001677612,21.9576988278,20.7610502409,21.6406875055
1559,21.5690710318,20.7836311844,21.6411051978,20.5006090147,20.8837175294,21.952046536,20.7200764271,21.6411051978
1560,21.5693839242,20.7649535013,21.6410305169,20.5007021142,20.8742453497,21.9461670629,20.6950546048,21.6410305169
1561,21.5695297907,20.754283388,21.6404643052,20.5001744264,20.8685887273,21.9412622269,20.6782866984,21.6404643052
1562,21.5695521749,20.7471387293,21.6394898421,20.4995897068,20.864627609,21.9373819562,20.6648004457,21.6394898421
1563,21.56948342,20.7414838824,21.6381983795,20.4999884071,20.861391714,21.9341254141,20.6525823427,21.6381983795
1564,21.5693461237,20.7366588903,21.6366780067,20.502027627,20.8585598825,21.9311485135,20.6412552654,21.6366780067
1565,21.5691552877,20.7324834621,21.6349990157,20.4991511921,20.856039793,21.9289403974,20.6337795606,21.6349990157
1566,21.5689187708,20.7288534554,21.6332100393,20.5016539462,20.8537773602,21.9269521201,20.627695426,21.6332100393
1567,21.5686448114,20.7256558737,21.6313521143,20.4995460951,20.8517191329,21.9248125266,20.6209290865,21.6313521143
1568,21.6375012717,20.7466888209,21.7196488244,20.6809783603,20.9032296194,21.996716925,20.689803056,21.7196488244
1569,21.7347736511,20.7764874069,21.8350780373,20.6970472801,20.9763032826,22.0912790583,20.7357857435,21.8350780373
1570,21.8216476412,20.8024089777,21.9275207734,20.7004901569,21.0406695176,22.1679854433,20.749599492,21.9275207734
1571,21.8853949638,20.8209027089,21.9865654117,20.7021771146,21.0870726525,22.217284485,20.7478281117,21.9865654117
1572,21.9295131192,20.8338696867,22.0226540972,20.7016788288,21.1191587913,22.2472604964,20.7451661979,22.0226540972
1573,21.9611049686,20.843982864,22.0478381708,20.7022027662,21.1429736779,22.2675671607,20.7458264404,22.0478381708
1574,21.9854847331,20.8529039882,22.0689527442,20.6994190623,21.1626058708,22.2837987953,20.7483688181,22.0689527442
1575,22.0055198279,20.8612882943,22.0883485648,20.7016264642,21.1799354978,22.2980250356,20.7507587975,22.0883485648
1576,22.0222533872,20.8692758715,22.1063570787,20.7013962756,21.1956200574,22.3106766873,20.7521510651,22.1063570787
1577,22.0362189322,20.8768505154,22.1228773329,20.6996819573,21.2098838831,22.3218028711,20.7525558054,22.1228773329
1578,22.0479191228,20.8840101242,22.137970722,20.7007631968,21.2228960241,22.3315598563,20.7523210075,22.137970722
1579,22.0578292458,20.8907643373,22.1517816111,20.700395797,21.2348128897,22.3401303552,20.7515988759,22.1517816111
1580,22.1353999034,20.9114297426,22.2669299125,20.8540381037,21.276873521,22.4917322873,21.0069021106,22.2669299125
1581,22.2406566811,20.9374277134,22.4106334654,20.8689946827,21.3312656809,22.6835771418,21.2896301289,22.4106334654
1582,22.333013133,20.9618451185,22.5260496925,20.8698666364,21.381223009,22.8357530788,21.4632308532,22.5260496925
1583,22.3985131284,20.982404905,22.6016449618,20.8706326446,21.4211179877,22.9316633651,21.5317375567,22.6016449618
1584,22.4413559363,21.0000499734,22.6502336637,20.8691074865,21.452796468,22.9883243678,21.551921047,22.6502336637
1585,22.4702058475,21.0162023633,22.6861769178,20.8705639103,21.4795760912,23.0255028934,21.5643255499,22.6861769178
1586,22.4916271694,21.0317410854,22.7175572652,20.8707490386,21.503751296,23.0548209698,21.5814170903,22.7175572652
1587,22.509115026,21.0469915902,22.747127323,20.8692556437,21.5264000127,23.0799299865,21.5978238817,22.747127323
1588,22.5241645395,21.0619723153,22.7751761114,20.869944605,21.5478799434,23.1023408927,21.6122092318,22.7751761114
1589,22.5374116867,21.0766271415,22.8015216791,20.8707828852,21.5683061128,23.1226071847,21.6247969841,22.8015216791
1590,22.5492387516,21.0909200173,22.8261798009,20.8700968012,21.5877639503,23.1410407171,21.6360936809,22.8261798009
1591,22.5599422648,21.1048322345,22.8493161701,20.8704390692,21.6063356674,23.157873053,21.6463160445,22.8493161701
1592,22.571003778,21.1106436508,22.8643984004,20.5991251142,21.6183958447,23.1651792094,21.6364405565,22.8643984004
1593,22.590610372,21.1229095708,22.8935039359,20.5009668913,21.6413371878,23.18279366,21.6339408903,22.8935039359
1594,22.6101603679,21.1376497834,22.9229536809,20.5019699028,21.667102738,23.1988740721,21.6266091843,22.9229536809
1595,22.6256889468,21.1515686575,22.946649763,20.5002203113,21.6900928779,23.2103187192,21.6182785684,22.946649763
1596,22.6378861255,21.164258946,22.9663292498,20.5013091519,21.7098221778,23.2201748315,21.6160545486,22.9663292498
1597,22.6475505063,21.1755871911,22.9828034846,20.501736645,21.7266398654,23.2293335194,21.6196210512,22.9828034846
1598,22.6557986298,21.1860367934,22.9976213858,20.5009026688,21.7416177295,23.2380669736,21.6244929543,22.9976213858
1599,22.6632614863,21.1959315421,23.0114941893,20.4993383411,21.7554460916,23.2461967676,21.6279027815,23.0114941893
1600,22.6702638631,21.2054447523,23.024712928,20.5010183597,21.7684921922,23.2537563769,21.629827826,23.024712928
1601,22.6769553795,21.2146414809,23.0373729284,20.5003824207,21.7809189604,23.2609039259,21.6312018009,23.0373729284
1602,22.6833881128,21.2235211106,23.0494621551,20.5015808014,21.7927787747,23.2677242162,21.6325547095,23.0494621551
1603,22.6896107965,21.2320920662,23.0610236485,20.5003606908,21.8041237198,23.2743146841,21.6340868354,23.0610236485
1604,22.7074577902,21.2443288598,23.1021477313,20.6737546453,21.8151986512,23.3433382824,21.7907407714,23.1021477313
1605,22.727085254,21.2564669938,23.1468860863,20.6873982859,21.8236807865,23.4256623502,21.9601929816,23.1468860863
1606,22.7433982855,21.2674401795,23.1815086976,20.6896537873,21.831245952,23.4892608519,22.0624567739,23.1815086976
1607,22.7553146373,21.2770173445,23.2042768319,20.6899406478,21.8386929398,23.5282345168,22.1008473173,23.2042768319
1608,22.764139009,21.2856857954,23.2197818824,20.6897627623,21.8464313824,23.5508015135,22.1105477069,23.2197818824
1609,22.7713265341,21.2938994556,23.232306366,20.6916282133,21.8544844769,23.5657925074,22.1165604761,23.232306366
1610,22.7777136997,21.3018610273,23.2438911474,20.6891263211,21.8626882385,23.5780401334,22.1261654766,23.2438911474
1611,22.7837915351,21.3097402605,23.2553786369,20.6903522409,21.8710445672,23.589592761,22.1384361373,23.2553786369
1612,22.7896605539,21.3175270647,23.2666737536,20.6919128888,21.879456825,23.6006363143,22.1503803916,23.2666737536
1613,22.7953511378,21.325205668,23.2776431503,20.6911049524,21.8878732085,23.611075612,22.1608124653,23.2776431503
1614,22.8009089866,21.3327855927,23.2883012318,20.6911939671,21.8962866925,23.6202370876,22.1669390938,23.2883012318
1615,22.8063338851,21.3402434474,23.2986138896,20.6902148269,21.9046502516,23.6286720806,22.1718955074,23.2986138896
1616,22.7853224422,21.3332312674,23.2788234947,20.5076956484,21.8817260243,23.6394439743,22.2499358518,23.2788234947
1617,22.7558788033,21.3225484854,23.253208003,20.4932145728,21.847973944,23.6563020651,22.3554259929,23.253208003
1618,22.7300934796,21.3135926351,23.2317029654,20.4906474752,21.8182308076,23.6675812159,22.4209604584,23.2317029654
1619,22.7128966757,21.3086090195,23.21899797,20.4891513439,21.7982594097,23.6736026843,22.4448895757,23.21899797
1620,22.7033697842,21.3070626901,23.2137630726,20.4889635636,21.786846669,23.6775377463,22.4501208721,23.2137630726
1621,22.6983801994,21.307283838,23.2119055664,20.4899859192,21.7803958307,23.68033746,22.4513708535,23.2119055664
1622,22.6957685481,21.3083006703,23.2112737032,20.4894887845,21.7765132389,23.6829026041,22.454548357,23.2112737032
1623,22.6944288559,21.3097076407,23.2111300598,20.4902412944,21.7740518556,23.6855999259,22.4594260812,23.2111300598
1624,22.693893807,21.3113887954,23.2113867074,20.4903609346,21.7725809386,23.6884966276,22.4644168814,23.2113867074
1625,22.6939640986,21.3133190787,23.2120862759,20.4890306868,21.7719282165,23.691580703,22.4687480439,23.2120862759
1626,22.6945252294,21.3154864278,23.2132399361,20.4901554718,21.7719831192,23.6948722286,22.4725780293,23.2132399361
1627,22.6954544325,21.3178507012,23.2147696156,20.4889295208,21.7726250084,23.6984651467,22.476796328,23.2147696156
1628,22.6376633176,21.2991405838,23.1385351023,20.3992556769,21.7273381464,23.6379729336,22.4354639036,23.1385351023
1629,22.5584402442,21.2729211109,23.0395890789,20.3913239612,21.6636612843,23.5590047771,22.3957416398,23.0395890789
1630,22.4887789698,21.2492791633,22.9594807149,20.3908184943,21.6065042329,23.4936722666,22.3679644743,22.9594807149
1631,22.4392050048,21.2317554931,22.9089428658,20.3908572483,21.5646306962,23.4520224129,22.3539996788,22.9089428658
1632,22.4064323825,21.2189342494,22.8787391212,20.3908125743,21.5352526714,23.4275225162,22.3463642849,22.8787391212
1633,22.3842545565,21.2086207576,22.8579234114,20.3891954898,21.5132303165,23.411675116,22.3398820608,22.8579234114
1634,22.3681148212,21.1994214129,22.840327928,20.3894748231,21.4949932282,23.3993629864,22.3331351629,22.840327928
1635,22.3555670283,21.1907744647,22.8239416018,20.3902290064,21.4788669008,23.3886503797,22.3265069768,22.8239416018
1636,22.3454526112,21.182545009,22.8085905327,20.3905173551,21.4642480734,23.3791231528,22.3204921846,22.8085905327
1637,22.3372158001,21.1747549627,22.794517945,20.3906593091,21.450953758,23.3708476289,22.3154172656,22.794517945
1638,22.3304546162,21.1673933269,22.7817026642,20.3911346206,21.4388259026,23.3637132454,22.3110749756,22.7817026642
1639,22.3248759181,21.1604533211,22.7700447101,20.3893856148,21.4277339793,23.3576095232,22.3074143316,22.7700447101
1640,22.3054306667,21.150996072,22.7409344691,20.1338882703,21.4087139295,23.3359372695,22.2929939176,22.7409344691
1641,22.2895510768,21.1420699158,22.7169310129,20.0377653284,21.3914961236,23.3179101503,22.2806353137,22.7169310129
1642,22.2651135221,21.127187188,22.6809285659,20.0201488392,21.3642132434,23.2905691503,22.260368384,22.6809285659
1643,22.2383791021,21.1104421804,22.643861192,20.0193352814,21.334480722,23.2627445431,22.2411549869,22.643861192
1644,22.2151878839,21.0955767878,22.6147515358,20.0205897577,21.3089914385,23.2417523569,22.2292018202,22.6147515358
1645,22.1973157624,21.0831019457,22.5933282325,20.0203389806,21.2886447147,23.2270204762,22.2211913149,22.5933282325
1646,22.1841496614,21.0723491148,22.5766044986,20.0203652746,21.2720340972,23.2161636126,22.2142514708,22.5766044986
1647,22.1743342081,21.0625666355,22.5620731263,20.0191237534,21.2576026299,23.207201725,22.2072391206,22.5620731263
1648,22.1667233017,21.0533257833,22.5485684106,20.0195799884,21.2444221141,23.1991906838,22.2002634807,22.5485684106
1649,22.1605591564,21.0444488828,22.5357512234,20.0198897276,21.2320752624,23.1917925833,22.193573814,22.5357512234
1650,22.1554129378,21.0358977794,22.5236323796,20.0191786367,21.2204217989,23.1849677119,22.1873620502,22.5236323796
1651,22.151026793,21.0276620928,22.512226566,20.020871187,21.2093936339,23.1786915638,22.1816084199,22.512226566
1652,22.1370778317,21.0162860756,22.4880957596,19.9306644901,21.1912028762,23.161721642,22.1679970565,22.4880957596
1653,22.1201591691,21.0049213226,22.4627552305,19.9220919898,21.1715760584,23.1445115582,22.1601472972,22.4627552305
1654,22.1045066043,20.9943572174,22.4406167482,19.9224047434,21.1535572306,23.1293853395,22.1531004056,22.4406167482
1655,22.0924335401,20.9852864022,22.4239632033,19.9201387774,21.1387165984,23.1187165408,22.1488884371,22.4239632033
1656,22.0835581942,20.9773546317,22.4111020174,19.9194221214,21.1264121264,23.1112863787,22.1461282652,22.4111020174
1657,22.0768419522,20.9701165301,22.4001236503,19.9205081389,21.1156745538,23.1055622525,22.143795731,22.4001236503
1658,22.071448697,20.9633078069,22.3900058954,19.9197192113,21.1058685847,23.1006614479,22.1416376924,22.3900058954
1659,22.0668830281,20.9568173109,22.3804238176,19.9191561633,21.0966963072,23.0962441635,22.1397075252,22.3804238176
